,level_0,index,name,year_published,min_players,max_players,playing_time,age,boardgamecategory,thumbnail
109,109,0,Kemet,2012,2,5,120,13,,https://cf.geekdo-images.com/RmZjhy7_6REp8IaXh9Zqwg__thumb/img/930_NppLsnIGUDG_W6wkdOGgKR8=/fit-in/200x150/filters:strip_icc()/pic3979527.jpg
110,110,0,Forbidden Stars,2015,2,4,180,14,,https://cf.geekdo-images.com/WlvyznYhlYNXMtMbKKu1oA__thumb/img/cudczHrJs0wFKywIHBQ6Fb7D7oY=/fit-in/200x150/filters:strip_icc()/pic2471359.jpg
111,111,0,Parki,2019,1,5,60,10,,https://cf.geekdo-images.com/mF2cSNRk2O6HtE45Sl9TcA__thumb/img/K2AgL-KE_CTcvwahWd7zlt9YR0U=/fit-in/200x150/filters:strip_icc()/pic4852372.jpg
112,112,0,Vinhos Deluxe Edition,2016,1,4,135,14,,https://cf.geekdo-images.com/JuyN9UOenAG_BlO-APPpdw__thumb/img/hQLejMza7x_sM1hW24jAocbyqHY=/fit-in/200x150/filters:strip_icc()/pic2649446.jpg
113,113,0,Cartógrafos,2019,1,100,45,10,,https://cf.geekdo-images.com/GifbnAmsA4lfEcDkeaC9VA__thumb/img/TTxZzwbna07hMcPQ0xaFtT10egE=/fit-in/200x150/filters:strip_icc()/pic4397932.png
114,114,0,Alchemicy,2014,2,4,120,13,,https://cf.geekdo-images.com/ztNshEv3Fsm46HCJaEOFPw__thumb/img/-a0oJ_E49V_7PDW78W7KIyS3rF8=/fit-in/200x150/filters:strip_icc()/pic2241156.png
115,115,0,Star Wars X-Wing: El juego de miniaturas – Caja Básica,2012,2,2,45,14,,https://cf.geekdo-images.com/yNqgVxaqoZepir7Hzkfe-Q__thumb/img/idalbLcUm2q9yxVZzRDkLEax5AE=/fit-in/200x150/filters:strip_icc()/pic1603292.jpg
116,116,0,Legendary Encounters: An Alien Deck Building Game,2014,1,5,60,17,,https://cf.geekdo-images.com/jSz_KRUxsjGYitoqx9YH1Q__thumb/img/AT5BHzGvyKq2w84Cw97JX3tDy-I=/fit-in/200x150/filters:strip_icc()/pic2225180.jpg
117,117,0,100000 лет до нашей эры,2008,2,4,90,10,,https://cf.geekdo-images.com/elmZegVZ6gp4_5izUgxGQQ__thumb/img/MXq3DEKWIozO-PmB4S64BiE5fd0=/fit-in/200x150/filters:strip_icc()/pic1632539.jpg
118,118,0,Aeon's End: Für die Ewigkeit,2017,1,4,60,14,,https://cf.geekdo-images.com/H2st1bZH4O0FM46NhKMqyQ__thumb/img/UqZx4Zn9Td--__2bRSdCDsddi_s=/fit-in/200x150/filters:strip_icc()/pic3430893.jpg
119,119,0,Res Arcana,2019,2,4,60,12,,https://cf.geekdo-images.com/gcALy45JfcjyKUn6T3mBIQ__thumb/img/5cPMxq_X6VIO8l2t1_6H7C_KqrU=/fit-in/200x150/filters:strip_icc()/pic4422847.jpg
120,120,0,Endeavor:  Le rotte dell'Impero,2018,2,5,90,13,,https://cf.geekdo-images.com/YXYqQZ05gC9kNlgX7cbR8g__thumb/img/tnCicYCs55D8rwF0RKFaBdXjb44=/fit-in/200x150/filters:strip_icc()/pic3913274.jpg
121,121,0,Star Realms,2014,2,2,20,12,,https://cf.geekdo-images.com/EsJqPL5CB_TMt0MYL-lnVg__thumb/img/s_CE1b1XXUnYj9auTPhLrvkNsYA=/fit-in/200x150/filters:strip_icc()/pic1903816.jpg
122,122,0,Age of Steam,2002,1,6,120,13,,https://cf.geekdo-images.com/gBPzZsgm9nrUYVfdK216NA__thumb/img/aceZ647BbV53Yv7rod9AwpTTst0=/fit-in/200x150/filters:strip_icc()/pic4557340.png
123,123,0,Trickerion: Légende de l'illusion,2015,2,4,180,14,,https://cf.geekdo-images.com/9gob752VqEklQFV_gz16hw__thumb/img/C2GPhkDu7fWK6L64MTOaYVRCgS4=/fit-in/200x150/filters:strip_icc()/pic2585510.png
124,124,0,Descent: Die Reise ins Dunkel (Zweite Edition),2012,1,5,120,14,,https://cf.geekdo-images.com/ZN2rpiJ19lg5DZk_iYMMkQ__thumb/img/C6XETjkjDq3zebWc7-Rf_WKh2ak=/fit-in/200x150/filters:strip_icc()/pic1180640.jpg
125,125,0,Targi,2012,2,2,60,12,,https://cf.geekdo-images.com/wHg4fOf48cs1kw1PDOk1tQ__thumb/img/6l-jqYlfECK1SVSsUs7FXUheKzQ=/fit-in/200x150/filters:strip_icc()/pic3958793.jpg
126,126,0,¡Aventureros al Tren! Europa,2005,2,5,60,8,,https://cf.geekdo-images.com/0K1AOciqlMVUWFPLTJSiww__thumb/img/RDvu2FvsYVVH8icp1VsilUlqUGI=/fit-in/200x150/filters:strip_icc()/pic66668.jpg
127,127,0,Istanbul,2014,2,5,60,10,,https://cf.geekdo-images.com/PHH9Mreen2sBcxV6ZsE3ew__thumb/img/Vzpg3sdeAbCy0IxSAoh1aH9nvDE=/fit-in/200x150/filters:strip_icc()/pic1885326.jpg
128,128,0,Köszöntünk... álmaid városában!,2018,1,100,25,10,,https://cf.geekdo-images.com/g4XmxyKhNVdhC3QPd1purQ__thumb/img/e3bCyIvM1IOGFYnKGj2jIn5mbKY=/fit-in/200x150/filters:strip_icc()/pic3761012.jpg
129,129,0,Dead of Winter: A Crossroads Game,2014,2,5,120,13,,https://cf.geekdo-images.com/g4mV4BH-ZrhMUVgil-yV1A__thumb/img/foFGN8KwmN8BaYNpolq0HcMba4M=/fit-in/200x150/filters:strip_icc()/pic3016500.jpg
130,130,0,Caos en el Viejo Mundo,2009,3,4,120,13,,https://cf.geekdo-images.com/yTe9522sHL-3nhfAMH2cTg__thumb/img/hzQEjxV31FkgVXiHwDD8n0wF2I0=/fit-in/200x150/filters:strip_icc()/pic1318481.jpg
131,131,0,Clever,2018,1,4,30,8,,https://cf.geekdo-images.com/3-unuy5JW1cC8C6EUBNiOA__thumb/img/6lLy1-ra8knFDyG3FznGUp6WK-M=/fit-in/200x150/filters:strip_icc()/pic4410877.jpg
132,132,0,Guerra del Anillo,2004,2,4,120,12,,https://cf.geekdo-images.com/JmdqlBJBynZMOciZzkVIkw__thumb/img/PgSR-5Hd8W6YBrLJLSvOBKH3Sls=/fit-in/200x150/filters:strip_icc()/pic725882.jpg
133,133,0,Hansa Teutonica,2009,2,5,90,12,,https://cf.geekdo-images.com/3IkzYcplGfFtVrd3syClHg__thumb/img/4350nWgj6kTrn8BWFI6cxvts_E0=/fit-in/200x150/filters:strip_icc()/pic839090.jpg
134,134,0,É Um Maravilhoso Mundo,2019,1,5,60,14,,https://cf.geekdo-images.com/od4vDTdXGPSVc-kjLqM11w__thumb/img/T2ukKoCUNv2LMxg5GOlOb8WTzNI=/fit-in/200x150/filters:strip_icc()/pic4651175.jpg
135,135,0,Der Herr der Ringe: Das Kartenspiel,2011,1,2,60,13,,https://cf.geekdo-images.com/ZmXi5BbtoWl58ZnKcUy1vw__thumb/img/__NGanznvqHKTFhj28S8ZpfLbpc=/fit-in/200x150/filters:strip_icc()/pic906495.jpg
136,136,0,Watergate,2019,2,2,60,12,,https://cf.geekdo-images.com/iTBogxNFa3Ymh-6ST3srsw__thumb/img/5vZps-04NqSAuUC4e6-E9M96VxE=/fit-in/200x150/filters:strip_icc()/pic4768766.jpg
137,137,0,Pandemic Legacy: Saison 0,2020,2,4,60,14,,https://cf.geekdo-images.com/y0x1zbkpUXjddzWWnhekYw__thumb/img/hj0jDCs-hKfkgqG-oOWu-kM-I6E=/fit-in/200x150/filters:strip_icc()/pic5581457.jpg
138,138,0,Jaipur,2009,2,2,30,12,,https://cf.geekdo-images.com/_LTujSe_o16nvjDC-J0seA__thumb/img/82vhODfpxIT03BzW4NkisJ5Unzs=/fit-in/200x150/filters:strip_icc()/pic5100947.jpg
139,139,0,Azul: A királyi pavilon,2019,2,4,45,8,,https://cf.geekdo-images.com/843kZ6WR0HfyXWEybA6L7A__thumb/img/sOiQSPo_DM7G1Om0PF1T2Z8ACcA=/fit-in/200x150/filters:strip_icc()/pic4930887.jpg
140,140,0,Railroad Tycoon: Das Brettspiel,2005,2,6,120,10,,https://cf.geekdo-images.com/Sz0wLg3TgycpzSvSMdzRJA__thumb/img/lfoHFV0OafSO8boxKEX8V3Tq5TM=/fit-in/200x150/filters:strip_icc()/pic3869603.jpg
141,141,0,Dinosaur Island,2017,1,4,120,8,,https://cf.geekdo-images.com/hLJv1A1TwrMrLLIJhVpKVA__thumb/img/cHgvJgF-Gr6mgDKj51uPoqbjHQk=/fit-in/200x150/filters:strip_icc()/pic3429338.png
142,142,0,Avalon,2012,5,10,30,13,,https://cf.geekdo-images.com/LPa6rsGcv8S0-OeNjCOAEQ__thumb/img/RKui79VjUbQAzTWaPu44ytupzDs=/fit-in/200x150/filters:strip_icc()/pic1398895.jpg
143,143,0,Cthulhu: A halandó halál,2019,1,5,120,14,,https://cf.geekdo-images.com/e8D09pfFsUsoX1D81EeoZg__thumb/img/j03wBmZg1Kp5QaaIu9p-O8XRqeU=/fit-in/200x150/filters:strip_icc()/pic4705171.jpg
144,144,0,Castles of Mad King Ludwig,2014,1,4,90,13,,https://cf.geekdo-images.com/xkOTIpxwGQN4iyvbeqnytQ__thumb/img/kSSz-CQGEZPyiGzAKQCvSDsepRo=/fit-in/200x150/filters:strip_icc()/pic1961827.jpg
145,145,0,Der Eiserne Thron: Das Brettspiel (2. Edition),2011,3,6,240,14,,https://cf.geekdo-images.com/M_7UvwZvuxBVjxdadsa5AA__thumb/img/ZQ9guRvmMgYfseBC3_xNscMOKKo=/fit-in/200x150/filters:strip_icc()/pic1077906.jpg
146,146,0,Xia: Legends of a Drift System,2014,3,5,180,12,,https://cf.geekdo-images.com/6uEBiPxMH8gfGJ6f3HLNGg__thumb/img/F_7LgdP3BKQVdrYHfIAoMu12G8c=/fit-in/200x150/filters:strip_icc()/pic1807124.png
147,147,0,Memoir '44,2004,2,8,60,8,,https://cf.geekdo-images.com/chfLNSL0l7afCA5go9pAtA__thumb/img/hS1XE61e9MpzeJWfh1mdwT2gxQc=/fit-in/200x150/filters:strip_icc()/pic43663.jpg
148,148,0,Módl się i pracuj,2011,1,4,180,13,,https://cf.geekdo-images.com/MLvyN4VJ3QNXBKxli8XLiA__thumb/img/mvTvon7ry-QKtYenVgg0LYUtdRc=/fit-in/200x150/filters:strip_icc()/pic5089618.jpg
149,149,0,Ganges,2017,2,4,75,12,,https://cf.geekdo-images.com/hR5sxxqNY3gjvLwifaqRww__thumb/img/dPZ7zqlIVCt4xiWfISkpujiwKwk=/fit-in/200x150/filters:strip_icc()/pic3646165.jpg
150,150,0,This War of Mine,2017,1,6,120,18,,https://cf.geekdo-images.com/gQOQW7p1RWHzY54Lrs-_pA__thumb/img/qmypl6agXd78n1_vAiO5LZcCXHc=/fit-in/200x150/filters:strip_icc()/pic3315915.jpg
151,151,0,La Course vers El Dorado,2017,2,4,60,10,,https://cf.geekdo-images.com/IGH076JpcXRnqkO4bpcXrg__thumb/img/fwdEWE5y96cgq5s1UfUSKYUX61A=/fit-in/200x150/filters:strip_icc()/pic3617168.jpg
152,152,0,Cosmic Encounter,2008,3,5,120,12,,https://cf.geekdo-images.com/S8cE-Ld7XP5sVz-upKJ-Bg__thumb/img/gE--xqnuor4bft2J361zxJJGCjM=/fit-in/200x150/filters:strip_icc()/pic1521633.jpg
153,153,0,Commands & Colors: Ancients,2006,2,2,60,12,,https://cf.geekdo-images.com/qcASDsV-0eNBVipfPhxs7A__thumb/img/Ti0K9F5Hsh6mE4OiYKuTASpC844=/fit-in/200x150/filters:strip_icc()/pic132447.jpg
154,154,0,Sagrada,2017,1,4,45,14,,https://cf.geekdo-images.com/PZt3EAAGV3dFIVuwMR0AEw__thumb/img/1m4aryOW1MOpq-8jGkF6gDTJmCY=/fit-in/200x150/filters:strip_icc()/pic3525224.jpg
155,155,0,Bűnügyi Krónikák,2018,1,4,90,14,,https://cf.geekdo-images.com/1BMyuEwK0zV9005oYinYLw__thumb/img/QFzbDlFGzK3yRZNLnRr4YzHwEuY=/fit-in/200x150/filters:strip_icc()/pic4317519.jpg
156,156,0,Magic: Die Zusammenkunft,1993,2,2,20,13,,https://cf.geekdo-images.com/CxJmNl4wR4InjqyNrMdBTw__thumb/img/TtlQgYxLTPyYQWJvruMHfwKPReE=/fit-in/200x150/filters:strip_icc()/pic163749.jpg
157,157,0,Detective: A Modern Crime Board Game,2018,1,5,180,16,,https://cf.geekdo-images.com/wJphcoCCYScWCNkE32D_hw__thumb/img/9FV7H95C0vPv_y60nitZVlMTTgc=/fit-in/200x150/filters:strip_icc()/pic5756205.jpg
158,158,0,Ainult Üks,2018,3,7,20,8,,https://cf.geekdo-images.com/qKcKjHpzAvLddwBhyindag__thumb/img/HhZu2qLp9wyX9PNgvmDE8_hCl-0=/fit-in/200x150/filters:strip_icc()/pic4268499.jpg
159,159,0,Suburbia,2012,1,4,90,8,,https://cf.geekdo-images.com/1YcHesB7LRvCF8i9vgH7qw__thumb/img/LmYQpfDR6ds-9jGknAgbqjwuVs8=/fit-in/200x150/filters:strip_icc()/pic6009608.png
160,160,0,Bliżej i Dalej,2017,2,4,120,13,,https://cf.geekdo-images.com/lm8OOgJupqd3Q-fZ3DsQhw__thumb/img/mZV5Pve42U5PlK-GkFSDTDXCzdg=/fit-in/200x150/filters:strip_icc()/pic3605785.jpg
161,161,0,¡Aventureros al Tren! Paises Nórdicos,2007,2,3,60,8,,https://cf.geekdo-images.com/uiLW4kCvt86Tz2woZmIN5g__thumb/img/UdAnNrF2eDo6RXZZwqDm5bT6HPQ=/fit-in/200x150/filters:strip_icc()/pic369616.jpg
162,162,0,Nations,2013,1,5,200,14,,https://cf.geekdo-images.com/-hn7gA50ci0n7j9u_-jHhA__thumb/img/rJqh_lHJ45NZHtxC5uq8xH2_Hzk=/fit-in/200x150/filters:strip_icc()/pic1591406.png
163,163,0,Sekigahara: The Unification of Japan,2011,2,2,180,14,,https://cf.geekdo-images.com/eMJAona-uXwh6t2AcugGEg__thumb/img/6qn1NgnJ9inZNfLlrBdWK3FritU=/fit-in/200x150/filters:strip_icc()/pic1063508.jpg
164,164,0,Combat Commander: Europa,2006,2,2,180,12,,https://cf.geekdo-images.com/uKaL10FK-u9wfYyK6MQaNg__thumb/img/4KyQXL7NMnaXSVYimKkJRCjQ2I8=/fit-in/200x150/filters:strip_icc()/pic992459.jpg
165,165,0,Descendance,2011,2,4,90,12,,https://cf.geekdo-images.com/5FBIAvZi3Sw8dvmfwwJTjg__thumb/img/5H-bOQSAtO8LaWI3i3_oG3CQHHg=/fit-in/200x150/filters:strip_icc()/pic2760568.jpg
166,166,0,T.I.M.E Stories,2015,2,4,90,12,,https://cf.geekdo-images.com/XmwCsjQ3C1Ul53ZN2o8Q-Q__thumb/img/tTU1YVtab-cN5gCdagINowvVA2g=/fit-in/200x150/filters:strip_icc()/pic2617634.png
167,167,0,Capitán Sonar,2016,2,8,60,14,,https://cf.geekdo-images.com/eVy9IyAVtzzKv2VvPHFPbA__thumb/img/RavsPCF6el7VEaVR1OG5M2ZGCrk=/fit-in/200x150/filters:strip_icc()/pic3013621.png
168,168,0,Paths of Glory,1999,2,2,480,14,,https://cf.geekdo-images.com/Ip4TygnwFxuR57Vky9ZeZA__thumb/img/6yGJ8gs7e_WwYJc5Y7pXgTBFxF8=/fit-in/200x150/filters:strip_icc()/pic4490515.jpg
169,169,0,Codenames: Duet,2017,2,2,30,11,,https://cf.geekdo-images.com/0d1EaMVmAiIBROI2QstFSQ__thumb/img/J-thZd7Pbbh1CE8QHcvEE4w8FBE=/fit-in/200x150/filters:strip_icc()/pic3596681.jpg
170,170,0,Horrified,2019,1,5,60,10,,https://cf.geekdo-images.com/SoClIcwjDo_iZs0idVikDw__thumb/img/YSf5Z99aBqAlNKaGBj_oGb1oKH4=/fit-in/200x150/filters:strip_icc()/pic4848330.jpg
171,171,0,Marco Polo II,2019,2,4,120,12,,https://cf.geekdo-images.com/DAgjwjk6qi1VSzv31MPKaQ__thumb/img/-WWZAnqvN9-nAMz_Di8t3t5xiW4=/fit-in/200x150/filters:strip_icc()/pic4970011.png
172,172,0,Star Realms: Colony Wars,2015,2,2,20,12,,https://cf.geekdo-images.com/FKEjArvFzBTpPJRvU34t8A__thumb/img/v4xPFJ7qUbkc6f7Dpgsn21ZM5YQ=/fit-in/200x150/filters:strip_icc()/pic4324043.jpg
173,173,0,Coimbra,2018,2,4,90,14,,https://cf.geekdo-images.com/JJFHx0RiUBYdy9bHAgVSuA__thumb/img/-eaAIbixYxRRVj0tDTS1oP_9Njk=/fit-in/200x150/filters:strip_icc()/pic3956079.jpg
174,174,0,Goharneshan (گوهرنشان),2014,2,4,30,10,,https://cf.geekdo-images.com/rwOMxx4q5yuElIvo-1-OFw__thumb/img/D4hkkHfOgu22PwgJomjplWAveuo=/fit-in/200x150/filters:strip_icc()/pic1904079.jpg
175,175,0,Atari Go,-2200,2,2,180,8,,https://cf.geekdo-images.com/6qAiZwWxSSKP2kFcA80cZg__thumb/img/COT5I3D_0dKWrSRHChb-SnQl3Zc=/fit-in/200x150/filters:strip_icc()/pic1728832.jpg
176,176,0,La Granja,2014,1,4,120,12,,https://cf.geekdo-images.com/ufUK_7N_13rYhsIurbbtzg__thumb/img/5EIOSTEfRYq1LtHtSnnR9GFJP_M=/fit-in/200x150/filters:strip_icc()/pic2031777.jpg
177,177,0,Tai Pan,1991,4,4,60,10,,https://cf.geekdo-images.com/xNjgIMdpcTeZdV_AEk6gSA__thumb/img/2kZT-VVsZUTzeolV2EXdAVVxHHM=/fit-in/200x150/filters:strip_icc()/pic6222031.jpg
178,178,0,Santorini,2016,2,4,20,8,,https://cf.geekdo-images.com/665Ply7Ho1WVf1v1iZlWeg__thumb/img/BKnSb6kAhpVFHV8cyUXrs3EF_dw=/fit-in/200x150/filters:strip_icc()/pic3283110.png
179,179,0,Les Aventuriers du Rail,2004,2,5,60,8,,https://cf.geekdo-images.com/ZWJg0dCdrWHxVnc0eFXK8w__thumb/img/a9rsFV6KR0aun8GobhRU16aU8Kc=/fit-in/200x150/filters:strip_icc()/pic38668.jpg
180,180,0,Ra,1999,2,5,60,12,,https://cf.geekdo-images.com/1m3z3iX0iVtII8AEMuWOeA__thumb/img/qoWgC_i6XctwTIybaqZ8FldYCn0=/fit-in/200x150/filters:strip_icc()/pic3013552.jpg
181,181,0,Carcassonne,2000,2,5,45,7,,https://cf.geekdo-images.com/Z3upN53-fsVPUDimN9SpOA__thumb/img/_C5pWATlaq3uS8u7IlFb0WMi_ak=/fit-in/200x150/filters:strip_icc()/pic2337577.jpg
182,182,0,Kanban: Automotive Revolution,2014,2,4,120,12,,https://cf.geekdo-images.com/rzSmS-GD8_pGl9bWo07FWQ__thumb/img/jo2betPcpo8mVZPIs993TT_nOMo=/fit-in/200x150/filters:strip_icc()/pic5638431.jpg
183,183,0,Zombicide: Black Plague,2015,1,6,180,14,,https://cf.geekdo-images.com/kVHuMBxmathfnq42XINBQg__thumb/img/u5Fuj4SwZhXElCO3VmrNKkAeXX4=/fit-in/200x150/filters:strip_icc()/pic2482309.jpg
184,184,0,Legendary: A Marvel Deck Building Game,2012,1,5,60,14,,https://cf.geekdo-images.com/ZrRidumkzu62HuwKdgQpHA__thumb/img/Q9zldSDfcsSXiD6SC4MU-dwCl5g=/fit-in/200x150/filters:strip_icc()/pic1430769.jpg
185,185,0,Cyclades,2009,2,5,90,13,,https://cf.geekdo-images.com/6QbaJOS8acWkJ6gSYI0KaQ__thumb/img/YSxmsx_zxqdVoqNVGsNnAqyH1lc=/fit-in/200x150/filters:strip_icc()/pic584779.jpg
186,186,0,Burggrafen des Westfrankenreichs,2020,1,4,90,12,,https://cf.geekdo-images.com/kMgSC_kRlJWt3KLj5y0BxQ__thumb/img/2uNYQn2vHuNGrx5-dxc1h7Mh7Do=/fit-in/200x150/filters:strip_icc()/pic5230695.png
187,187,0,Goa,2004,2,4,90,12,,https://cf.geekdo-images.com/9sbSKcc-Fm8Od5wwuf3kgg__thumb/img/pb63LQr94bzh4Z6ofLNJoijRlxU=/fit-in/200x150/filters:strip_icc()/pic1215969.jpg
188,188,0,Secret Hitler,2016,5,10,45,13,,https://cf.geekdo-images.com/rAQ3hIXoH6xDcj41v9iqCg__thumb/img/xA2T7PiwN3Z8pwAksicoCOA1tf0=/fit-in/200x150/filters:strip_icc()/pic5164305.jpg
189,189,0,Die Fürsten von Florenz,2000,2,5,100,12,,https://cf.geekdo-images.com/yshiqrUPxndthguBgp3NKw__thumb/img/xTtSIhQQ2ktO5tvSq5jSx9z3O-8=/fit-in/200x150/filters:strip_icc()/pic1306997.jpg
190,190,0,Tiranos da Umbreterna,2016,2,4,60,14,,https://cf.geekdo-images.com/F58jczp5xk9CYFimrytXaw__thumb/img/X2ur4XNMdPRURbaziJ8nQmioNGE=/fit-in/200x150/filters:strip_icc()/pic2801874.jpg
191,191,0,Arcadia Quest,2014,2,4,60,13,,https://cf.geekdo-images.com/8qyLCqvdZkSpT2lEbwVpeg__thumb/img/ELrGgos0zEyITfKR5mpDokYKWAc=/fit-in/200x150/filters:strip_icc()/pic2305263.jpg
192,192,0,YINSH,2003,2,2,60,9,,https://cf.geekdo-images.com/a9Dco_g83IUWxrpxsw8ibw__thumb/img/2JsnDtb5luvivTuwyHdEkGkxyNs=/fit-in/200x150/filters:strip_icc()/pic2844830.png
193,193,0,Concordia Venus,2018,2,6,120,12,,https://cf.geekdo-images.com/36WIe0ZHkp5OvHOlB-8vog__thumb/img/C7u2bDi9kOoLkLoYHJ_jr0A928A=/fit-in/200x150/filters:strip_icc()/pic4356580.jpg
194,194,0,Sushi Go Party!,2016,2,8,20,8,,https://cf.geekdo-images.com/2f9uTicUSXkdPp2Yks6zFw__thumb/img/_mXR9Tlo0f-i80h6pfhDEOBgvpY=/fit-in/200x150/filters:strip_icc()/pic5885689.jpg
195,195,0,Hrdina v kostce,2016,1,4,90,10,,https://cf.geekdo-images.com/enmQAOQl99U6wiQvZoL5GQ__thumb/img/zdtrILXRjphkt5HYP0tuxzlenG4=/fit-in/200x150/filters:strip_icc()/pic2556921.jpg
196,196,0,Asesinato en Hong Kong,2014,4,12,20,14,,https://cf.geekdo-images.com/1COY3oeK9aN2_XNimKaNww__thumb/img/8IWDjnSYX-tYAVRgfq-W3y1b_Ww=/fit-in/200x150/filters:strip_icc()/pic3033330.jpg
197,197,0,Viticulture,2013,2,6,90,13,,https://cf.geekdo-images.com/WrnWFA1Sysm3-nQyBe1sUA__thumb/img/udscIXtuApQ6rFYHjfAM5zMKfFs=/fit-in/200x150/filters:strip_icc()/pic2619743.jpg
198,198,0,Calico,2020,1,4,45,10,,https://cf.geekdo-images.com/t8bTlZmxz6PiskMSjcBHcw__thumb/img/TByBGUDO_jNVxDaOviRWOFtu9fk=/fit-in/200x150/filters:strip_icc()/pic4815033.jpg
199,199,0,Century: Golem Edition,2017,2,5,45,8,,https://cf.geekdo-images.com/1bihoShOuqaCuZJXB3Q2gQ__thumb/img/dvGQkdnwtcwAmcxHR_7J17OsLjQ=/fit-in/200x150/filters:strip_icc()/pic3936124.jpg
200,200,0,Ciężarówką przez Galaktykę,2007,2,4,60,10,,https://cf.geekdo-images.com/gLFt1Kif5Cfag505_COYYw__thumb/img/WOW_QsRuV1KyP8dLjP0yH6TlpvU=/fit-in/200x150/filters:strip_icc()/pic3926631.jpg
201,201,0,Martin Wallace's Totally Renamed Train Game,2009,3,5,90,10,,https://cf.geekdo-images.com/IB38fOp0mTvFuvfdHczf0Q__thumb/img/UpyU-hvpdn3Q2b4Y486w2M3CO8I=/fit-in/200x150/filters:strip_icc()/pic392515.jpg
202,202,0,Space Base,2018,2,5,60,14,,https://cf.geekdo-images.com/yk9yv8hNWlNesafgXAKNDA__thumb/img/ZY90NimPqWUBL4N-REESDizUBrY=/fit-in/200x150/filters:strip_icc()/pic4017302.jpg
203,203,0,1830: Ferrovie e Capitani d'Industria,1986,2,7,360,14,,https://cf.geekdo-images.com/3EmD1SEI5fVpR4rbdkU0AA__thumb/img/v_GuoUgKbMTvzcRkTcH6aOH9wWs=/fit-in/200x150/filters:strip_icc()/pic882119.jpg
204,204,0,Shogun,2006,3,5,120,12,,https://cf.geekdo-images.com/j6UzppDoJv9tKHQl-pWpIw__thumb/img/BcVo6uokndgMSoFdIdEmgu-2C1o=/fit-in/200x150/filters:strip_icc()/pic3336315.jpg
205,205,0,Insula Skye: De la Căpetenie la Rege,2015,2,5,50,8,,https://cf.geekdo-images.com/GCxsnITFBO1pNXiBYkq_qA__thumb/img/0BJUretj0lJj09f2JjDGrQzmakI=/fit-in/200x150/filters:strip_icc()/pic2524838.jpg
206,206,0,Flamme Rouge,2016,2,4,45,8,,https://cf.geekdo-images.com/sUrK5CCscls-tTc2hJWDPg__thumb/img/tBSMuRSHRl4M8-dVxcThAC1yXbs=/fit-in/200x150/filters:strip_icc()/pic3482521.jpg
207,207,0,Glen More II: Chronicles,2019,2,4,120,12,,https://cf.geekdo-images.com/sMRuph3HFUcaSpJZihGZKw__thumb/img/UHuDcnjAwCiXbNfjuY26-EEnG2M=/fit-in/200x150/filters:strip_icc()/pic5841874.jpg
208,208,0,Hero Realms,2016,2,4,30,12,,https://cf.geekdo-images.com/6xc4TuJynN5o_ZF0fHOdAA__thumb/img/sMbWo--LyzJw_weK0h1ESSPqdtU=/fit-in/200x150/filters:strip_icc()/pic6162556.png
209,209,0,Lewis & Clark,2013,1,5,120,14,,https://cf.geekdo-images.com/IiJ1JK6AjlSCKsC8U_DqMw__thumb/img/sRsfWxhyB9hPjkFVSE1y_W_AiP8=/fit-in/200x150/filters:strip_icc()/pic5375937.jpg
210,210,0,Dicsőség Rómának!,2005,2,5,60,12,,https://cf.geekdo-images.com/S_-n-WRvpzgH-d8xuzJgmg__thumb/img/2KvAr_TOIvW-9DNxlX-KuyL0Fwo=/fit-in/200x150/filters:strip_icc()/pic1079512.png
211,211,0,21 Flowers,2013,2,2,15,10,,https://cf.geekdo-images.com/jBS8khfYTwTdgNB78pt6dQ__thumb/img/tvWS_hcc_G7tW4yb9MqyyPXBRgE=/fit-in/200x150/filters:strip_icc()/pic2992529.jpg
212,212,0,Inflexibles: Normandie,2019,2,2,60,14,,https://cf.geekdo-images.com/iCd6hMGDzsQ_UXh00iKsJA__thumb/img/QbOlBm7DZGP2ZBnGZ-YaD-py-UQ=/fit-in/200x150/filters:strip_icc()/pic4602347.jpg
213,213,0,1960: Carrera hacia la Casa Blanca,2007,2,2,120,12,,https://cf.geekdo-images.com/p-k_CqUvJzTcMMz4ms7f_Q__thumb/img/LZFIiC173jPXvtxUGeNh9eGedpc=/fit-in/200x150/filters:strip_icc()/pic3499166.jpg
214,214,0,Champ d'Honneur,2018,2,4,30,14,,https://cf.geekdo-images.com/BryJNSSDbCohXeaJPx3tpw__thumb/img/5fmJlAM307xX3zozMnStTuWYphI=/fit-in/200x150/filters:strip_icc()/pic4232048.png
215,215,0,Bora Bora,2013,2,4,120,12,,https://cf.geekdo-images.com/9YEjZIVdWVcUVWC7o8aKsQ__thumb/img/DvUZLxCdQsrU6uMqXnLU-ksIEJs=/fit-in/200x150/filters:strip_icc()/pic1542342.jpg
216,216,0,Pulsar 2849,2017,2,4,90,14,,https://cf.geekdo-images.com/6TOzhqw0BXNxbUZCl0k1sg__thumb/img/mwWM79qLTJj9ZoGThWiu6ljbtiw=/fit-in/200x150/filters:strip_icc()/pic6285702.jpg
217,217,0,Alta Tensión deluxe: Europa/Norte América,2014,2,6,120,12,,https://cf.geekdo-images.com/pTnv3lUWs4Knl3fqer0KnA__thumb/img/lUr_hvOoCfzI9JvplDge3L1Edx4=/fit-in/200x150/filters:strip_icc()/pic2056160.jpg
