,rank,id,name_x,description,bggrating,avgrating,numvoter,date,Index,name_y,year_published,min_players,max_players,playing_time,age,boardgamecategory,thumbnail
608,609,179803,Arcadia Quest: Inferno,Arcadia was dragged down into Inferno. Save it and rescue angels from the Underlord!,6.792999999999999,7.98,2027,2021-08-10,608,Arcadia Quest: Inferno,2017,2,4,120,13,,https://cf.geekdo-images.com/1nK95H00UfV88m7aXSPmXA__thumb/img/U7ic5aJM0fo42OaiK8pjTGdq0ko=/fit-in/200x150/filters:strip_icc()/pic3836517.jpg
609,610,31563,Middle-Earth Quest,A game of adventure and conflict set in the time of the creation of the Fellowship.,6.792000000000001,7.38,3977,2021-08-10,609,Abenteuer in Mittelerde,2009,2,4,180,13,,https://cf.geekdo-images.com/QManhbcHysi-waXrqYWvQQ__thumb/img/TpxfNImg_Ul45w7-0zpxdnvPUbs=/fit-in/200x150/filters:strip_icc()/pic717059.jpg
610,611,192457,Cry Havoc,Asymmetric factions engage in epic struggle for land and crystal on an alien planet.,6.792000000000001,7.19,6061,2021-08-10,610,Cry Havoc,2016,2,4,120,10,,https://cf.geekdo-images.com/OaKLFUgTVdUYvGxLT5QjsQ__thumb/img/Q_G1GlSoIsbibsaOFDmr4_YGwhM=/fit-in/200x150/filters:strip_icc()/pic3090929.jpg
611,612,167400,Ashes Reborn: Rise of the Phoenixborn,Only one Phoenixborn may stand. Absorb the Ashes of the fallen and rise to power.,6.791,7.3,5269,2021-08-10,611,Ashes Reborn: Rise of the Phoenixborn,2015,2,4,120,14,,https://cf.geekdo-images.com/BxBWqnm98y1qgk9cEmStgQ__thumb/img/hMH88NFG6vP60vUif6fTr1ctsOA=/fit-in/200x150/filters:strip_icc()/pic5868255.jpg
612,613,226320,My Little Scythe,"Gather fruits and gems, encounter events, and start friendships (or pie fights!).",6.789,7.36,4146,2021-08-10,612,Én Kicsi Kaszám,2017,1,6,60,8,,https://cf.geekdo-images.com/EhXCpSR6ambdYuKbrej3UQ__thumb/img/3znFvjc6uN6rossizk5I5eOr4Rk=/fit-in/200x150/filters:strip_icc()/pic4134810.jpg
613,614,165401,Wir sind das Volk!,A tug-of-war struggle for the future of a divided Germany.,6.787999999999999,7.83,2064,2021-08-10,613,"The divided Germany, 1945-1989",2014,2,2,150,12,,https://cf.geekdo-images.com/em65Za2y7FNo-otQ6IgUCQ__thumb/img/UAL4JsaK6Rph7YS0lxDOKG1kWrw=/fit-in/200x150/filters:strip_icc()/pic2239210.jpg
614,615,168435,Between Two Cities,Build a shared city with each of your neighbours. Can you make both thrive?,6.787000000000001,7.02,9747,2021-08-10,614,Between Two Cities,2015,1,7,25,8,,https://cf.geekdo-images.com/2-3HBsfKxeSvE4J3yI6Mlw__thumb/img/bgBb6iCBUQwN4lTz0G2VBz3XW5E=/fit-in/200x150/filters:strip_icc()/pic2326114.jpg
615,616,137988,Zombicide Season 2: Prison Outbreak,,6.7860000000000005,7.39,4329,2021-08-10,615,Zombicide Saison 2: Prison Outbreak,2013,1,6,60,13,,https://cf.geekdo-images.com/bV7_KecPk-fONtD80L-rLA__thumb/img/VDCEEZ8vZiWD4aOE39EYz1EnIes=/fit-in/200x150/filters:strip_icc()/pic1805937.jpg
616,617,7717,Carcassonne: The Castle,"A two-player, tile playing, castle building battle.",6.7860000000000005,7.1,7656,2021-08-10,616,Carcassonne: De Burcht,2003,2,2,30,8,,https://cf.geekdo-images.com/b93sGgQU_QKNRsynhBAuVA__thumb/img/RsiqZlVAQ0PKiV9NeIn14Vbpe1s=/fit-in/200x150/filters:strip_icc()/pic2606367.jpg
617,618,87890,Prêt-à-Porter,An economic strategy game set in the world of fashion.,6.785,7.4,3617,2021-08-10,617,Prêt-à-Porter,2010,2,4,90,10,,https://cf.geekdo-images.com/6DboPjt27DN35KaFjHU2cg__thumb/img/cm9gkvnDoQX47Qu6iNhGmiEdbOg=/fit-in/200x150/filters:strip_icc()/pic4543705.jpg
618,619,69789,Ascension: Deckbuilding Game,Forge your deck with mighty heroes and constructs to claim the most honor.,6.785,7.03,12060,2021-08-10,618,Ascension,2010,1,4,30,13,,https://cf.geekdo-images.com/DP20jf4R3RcsjJUwwV1vCw__thumb/img/SWczusxnG6IavIPNQXwvorFfqwo=/fit-in/200x150/filters:strip_icc()/pic2382123.jpg
619,620,143515,Coal Baron,Dig mines from your elevator shaft and bring up coal to complete contracts.,6.781000000000001,7.28,4383,2021-08-10,619,Coal Baron,2013,2,4,75,10,,https://cf.geekdo-images.com/wqROpG7_uUj21Ug_jVhahA__thumb/img/kfUK96Ay8PoXTRLPjop8V9zAgvc=/fit-in/200x150/filters:strip_icc()/pic1743451.jpg
620,621,132018,Churchill,A political conflict of WW2 cooperation and competition.,6.781000000000001,7.66,2445,2021-08-10,620,Churchill,2015,1,3,300,14,,https://cf.geekdo-images.com/wnzE76dkpb6qhSrmF2Fifw__thumb/img/RrbQFrElGXF0tmoKfAHEh8RSXZs=/fit-in/200x150/filters:strip_icc()/pic2467234.jpg
621,622,266121,Unlock!: Heroic Adventures,,6.781000000000001,7.77,2155,2021-08-10,621,Unlock!: Aventuras Heroicas,2018,1,6,60,10,,https://cf.geekdo-images.com/biw1DYvUdQ4-ZgIOtUDqhQ__thumb/img/Nv2EPGFRbeOzcJ2ErbN6EsET5CU=/fit-in/200x150/filters:strip_icc()/pic4432319.jpg
622,623,244228,Reef,"Grow your reef, and arrange it beautifully on your seafloor to score more points.",6.779,7.09,7286,2021-08-10,622,Reef,2018,2,4,45,8,,https://cf.geekdo-images.com/I3BgmkjP3g6cRQ4cejoHrg__thumb/img/JDWcuLadW0pHSAh7fybzRRXNZZ8=/fit-in/200x150/filters:strip_icc()/pic5376430.png
623,624,241724,Villagers,Draft cute medieval villagers to complete production chains & earn gold!,6.778,7.31,4718,2021-08-10,623,Compagnons,2019,1,5,60,10,,https://cf.geekdo-images.com/rMMSvnXuBPZSihIaVtVT-A__thumb/img/IkNfLIRXNN3cwFLItdj56VnREm0=/fit-in/200x150/filters:strip_icc()/pic4996383.png
624,625,79127,Star Trek: Fleet Captains,Federation and Klingon fleets complete missions throughout the galaxy for dominance.,6.778,7.51,3177,2021-08-10,624,Star Trek: Fleet Captains,2011,2,4,120,14,,https://cf.geekdo-images.com/UqnetX2v84p9ZMpzB8GiDw__thumb/img/2MTCJvG13SbBcF92yo-4wuGuY10=/fit-in/200x150/filters:strip_icc()/pic1081488.jpg
625,626,43528,World Without End,"A board game based on the novel by Ken Follett, a sequel to The Pillars of the Earth.",6.777,7.25,4693,2021-08-10,625,Brug naar de Hemel,2009,2,4,120,12,,https://cf.geekdo-images.com/r0wz1yAtjaU5e-u_hKIYeQ__thumb/img/0PprBIyZlwF0Eh4TJ2X-yrUG4og=/fit-in/200x150/filters:strip_icc()/pic583088.jpg
626,627,71721,Space Hulk: Death Angel – The Card Game,Clear a spacecraft of alien swarms in this card-based take on the classic Space Hulk.,6.776,7.0,12413,2021-08-10,626,Space Hulk: A Halál Angyalai,2010,1,6,60,13,,https://cf.geekdo-images.com/B0fdjhzvOdTJD65h1_1BNA__thumb/img/Pq1eC0bNF2PGeiusEjMpf01WiLI=/fit-in/200x150/filters:strip_icc()/pic1873572.jpg
627,628,201825,Ex Libris,Alphabetize your magical library while leveraging shifting location power-ups.,6.776,7.19,5320,2021-08-10,627,Ex Libris,2017,1,4,45,10,,https://cf.geekdo-images.com/DYOUITVYzZEC45u4suwezQ__thumb/img/27aO3vgzM7MwAPSiKLpehEpAsVI=/fit-in/200x150/filters:strip_icc()/pic3578008.png
628,629,483,Diplomacy,Powers of post-Victorian Europe cooperate and clash to become master of the Continent,6.775,7.04,12274,2021-08-10,628,1914: Juego de la diplomacia,1959,2,7,360,12,,https://cf.geekdo-images.com/nogL4_97ys563HqEIM3PVA__thumb/img/wUYjxwvojOdn49sfV646SJ8GC54=/fit-in/200x150/filters:strip_icc()/pic288149.jpg
629,630,214880,City of the Big Shoulders,"Manage companies, invest in stocks and optimize delivery of goods in 1870's Chicago.",6.774,7.87,1967,2021-08-10,629,Chicago 1875: City of the Big Shoulders,2019,2,4,180,14,,https://cf.geekdo-images.com/JImiygpumS35fVxlfsRPXw__thumb/img/4JoMwGJySRhnioxER3OEj6r0uYg=/fit-in/200x150/filters:strip_icc()/pic4223934.jpg
630,631,26997,1989: Dawn of Freedom,A game of political struggle as the Soviet Empire begins to show cracks.,6.774,7.8,2081,2021-08-10,630,1989,2012,2,2,150,12,,https://cf.geekdo-images.com/OvhsKPiEWV-GbSRkrxnBGQ__thumb/img/uH18cVLg1ODpzcjm9e5DKy5YTok=/fit-in/200x150/filters:strip_icc()/pic5281358.jpg
631,632,227224,The Red Cathedral,Lead a construction team to build Saint Basil's Cathedral under the Tsar's reign.,6.774,7.98,1907,2021-08-10,631,A vörös katedrális,2020,1,4,120,10,,https://cf.geekdo-images.com/-PuiCnbxlBzMSjnUegp9AQ__thumb/img/CKamYUPlBDXav4A1AEqMRy976fY=/fit-in/200x150/filters:strip_icc()/pic5556025.jpg
632,633,156943,Saint Petersburg (Second Edition),Hire workers and influence aristocrats to build prestigious buildings!,6.774,7.5,2913,2021-08-10,632,Saint Pétersbourg (deuxième édition),2014,2,5,60,13,,https://cf.geekdo-images.com/1fEewarXkwjdLINUsUym3Q__thumb/img/N5CrTUi0Bq9rsHTztbMwB3NfWMo=/fit-in/200x150/filters:strip_icc()/pic2298046.png
633,634,2398,Cribbage,"Sum to 15, peg to 121 and score the crib in this classic and unique card game.",6.773,7.06,8532,2021-08-10,633,29 Cribbage Board,1630,2,4,30,10,,https://cf.geekdo-images.com/UkYLsDGsQ3OdNY_yyYTsuw__thumb/img/bio7Hn5qUp-J19nvJwDFXjViPFc=/fit-in/200x150/filters:strip_icc()/pic121094.jpg
634,635,158889,Summoner Wars: Alliances Master Set,Face off against opposing summoners in a battle of force and wits.,6.772,8.1,1673,2021-08-10,634,Summoner Wars: Alliances Master Set,2014,2,4,45,9,,https://cf.geekdo-images.com/tMbeTW1gPc6ueamut0pGNQ__thumb/img/7Zmw-pzwosQgHh8muLAX4ThouQc=/fit-in/200x150/filters:strip_icc()/pic2045253.jpg
635,636,220520,Caverna: Cave vs Cave,"Excavate, dig and mine your way to victory in this 2 player version of the original.",6.771,7.17,5363,2021-08-10,635,Caverna 2 Jugadores,2017,1,2,40,10,,https://cf.geekdo-images.com/rTlJoKU2lHOZfv1Ad8YvDA__thumb/img/_fvhogbWyAeMrwGsxmcUIy6yvA8=/fit-in/200x150/filters:strip_icc()/pic3505750.jpg
636,637,285192,Destinies,Characters explore a dark medieval-fantasy land as they race to fulfill their destiny,6.771,8.26,1904,2021-08-10,636,Destinies,2021,1,3,150,14,,https://cf.geekdo-images.com/oaD1ZQ3yGj6lacLdtqgdnQ__thumb/img/1mCz7HPEFMeqaqJHsDZwEUc9ftw=/fit-in/200x150/filters:strip_icc()/pic5558118.png
637,638,247367,"Air, Land & Sea",Submit orders on three fronts to outwit and outmatch your military opponent.,6.77,7.56,2646,2021-08-10,637,"Air, Land & Sea",2018,2,2,30,14,,https://cf.geekdo-images.com/3wpYeNwO7k_yjpIN7IQwaw__thumb/img/kfzWQvTxwcVx_ljICqhu5Coq53Q=/fit-in/200x150/filters:strip_icc()/pic4387681.jpg
638,639,256382,Disney Villainous,"The villains assemble to face off, race to their goal, and rule the Disney realms.",6.77,7.06,11424,2021-08-10,638,Disney Villainous,2018,2,6,50,10,,https://cf.geekdo-images.com/7Ej5V5Dq92QdvVFvISfl_A__thumb/img/8tU6KCVSI5dlcibYTT6mq3K9ljk=/fit-in/200x150/filters:strip_icc()/pic4216110.jpg
639,640,47185,Warhammer: Invasion,Resource management is vital in this clash of several races in the Warhammer universe,6.769,7.22,5731,2021-08-10,639,Warhammer: Invasion,2009,2,2,45,13,,https://cf.geekdo-images.com/FoX0oahWOeBmGrOlsbd0dg__thumb/img/P-p4xbNBmUeEzCKQVjlUjPmg8Ng=/fit-in/200x150/filters:strip_icc()/pic567135.jpg
640,641,200147,Kanagawa,Harmonize Japanese nature and culture elements to paint the most beautiful landscape.,6.768,7.09,7378,2021-08-10,640,Kanagawa,2016,2,4,45,10,,https://cf.geekdo-images.com/Rr2JrRztCFzzikJ9YL5-Dw__thumb/img/x9MtKEQlcQ_jS-5AVMeZ28NOC0s=/fit-in/200x150/filters:strip_icc()/pic3105168.jpg
641,642,242639,Treasure Island,Race to find Long John Silver's buried gold by drawing his clues on a treasure map!,6.767,7.31,4184,2021-08-10,641,A Ilha do Tesouro,2018,2,5,45,10,,https://cf.geekdo-images.com/_jRH6vLRmKoVDtTJoUtZaA__thumb/img/yRbs2hjxsUAbgk2Dkju7pYdZnLY=/fit-in/200x150/filters:strip_icc()/pic3895468.jpg
642,643,183840,Oh My Goods!,Risk it all in the markets and work hard to construct chains of production buildings.,6.767,7.0,9918,2021-08-10,642,'Ολου του κόσμου τα αγαθά,2015,2,4,30,10,,https://cf.geekdo-images.com/nYIjEKh_0nYX48uD_tLawA__thumb/img/MCnURatf0lFmNOVLYEjABfN_uVY=/fit-in/200x150/filters:strip_icc()/pic3032677.jpg
643,644,110277,Among the Stars,"In a time of galactic peace, draft rooms to construct the best space station.",6.766,7.08,6770,2021-08-10,643,Among the Stars,2012,2,4,30,12,,https://cf.geekdo-images.com/xM5-XAyoh7NwuVoguwgEsQ__thumb/img/0Qo56PUZiko4GpS2hZ5R8q-z5VA=/fit-in/200x150/filters:strip_icc()/pic2037906.jpg
644,645,233247,Civilization: A New Dawn,"Build Wonders, expand across the map and develop your Empire.",6.766,7.3,4671,2021-08-10,644,"""Цивилизация"" Сида Мейера: Новый рассвет",2017,2,4,120,14,,https://cf.geekdo-images.com/S0GM2Mxfh8Tmvsdeog0W0g__thumb/img/FmFQ2XURW1ndAFqlvnUYV7cxCAA=/fit-in/200x150/filters:strip_icc()/pic3764168.jpg
645,646,20100,Wits & Wagers,Bet on who’s likely to guess the closest to the correct answer in this trivia game.,6.765,6.93,13606,2021-08-10,645,Las Vegas Quiz,2005,3,7,25,10,,https://cf.geekdo-images.com/TxojLHTFHfBOBAk9MQSyLg__thumb/img/J-7XIZYzAorUyzewzFgRqFK7vhk=/fit-in/200x150/filters:strip_icc()/pic2558555.jpg
646,647,270970,Century: A New World,Place workers to find and upgrade resources as the expedition reaches distant shores.,6.763999999999999,7.45,3224,2021-08-10,646,Century:  O Novo Mundo/ Un Nuevo Mundo,2019,2,4,45,8,,https://cf.geekdo-images.com/KJQ1TdlDkLeCfQ3PK75rTA__thumb/img/SbmmquD2QkGsuCJM7AdwiYnCw6s=/fit-in/200x150/filters:strip_icc()/pic4547312.jpg
647,648,231581,AuZtralia,Explore and settle alternate-history 1930s Australia as Cthulhu awakes.,6.763999999999999,7.41,3390,2021-08-10,647,AuZtralia,2018,1,4,120,13,,https://cf.geekdo-images.com/ejsIlS4INZ23Zyd1oQd5GA__thumb/img/LhEU5iotxrQHpdt0hBAeQ3X5Al4=/fit-in/200x150/filters:strip_icc()/pic4144485.jpg
648,649,160499,King of New York,Monsters vie for fame or dominance over New York in this dice-rolling game.,6.763999999999999,6.95,14542,2021-08-10,648,King of New York,2014,2,6,40,10,,https://cf.geekdo-images.com/FGekxht_r5xqt8oSmQ9HZg__thumb/img/DBoMebkqbcyZWJVLC5MRbF-YbnU=/fit-in/200x150/filters:strip_icc()/pic2407103.jpg
649,650,169654,Deep Sea Adventure,"Dive deep seeking treasure, but lose it all if you don't return safely to the sub.",6.763999999999999,6.98,11444,2021-08-10,649,Deep Sea Adventure,2014,2,6,30,8,,https://cf.geekdo-images.com/owyKXaa5SPB2HG9F_MueNQ__thumb/img/poEY0PMTpz4X_SOUaPjs6G7qr7o=/fit-in/200x150/filters:strip_icc()/pic3169827.png
650,651,162286,Super Motherload,Collaboratively control a mining robot on Mars to be first to reach precious gems.,6.7620000000000005,7.38,3437,2021-08-10,650,Super Motherload,2015,2,4,75,13,,https://cf.geekdo-images.com/3PMNKSFpTjthXH5yraVoHA__thumb/img/hg0dWfhEVXa-za87Ni5HgEjN2mA=/fit-in/200x150/filters:strip_icc()/pic3293385.jpg
651,652,38996,Washington's War,Classic card-driven game. Free the Patriots or keep America in the British Empire.,6.7620000000000005,7.63,2417,2021-08-10,651,Washington's War,2010,2,2,90,0,,https://cf.geekdo-images.com/tE5pRqsUWuoRxsutx-w7yA__thumb/img/WCqQUuDIvsHrZr-_7u9JIcfjiHc=/fit-in/200x150/filters:strip_icc()/pic655136.jpg
652,653,170416,Vast: The Crystal Caverns,"Where a knight, dragon, cave, goblins, or thief, prepare for an asymmetric battle.",6.761,7.16,6009,2021-08-10,652,Trove: The Crystal Caverns,2016,1,5,75,10,,https://cf.geekdo-images.com/CeXtELC0X1xjwuend_7pTg__thumb/img/FdE8SHtb503f9ZOk_TYyxS-sJQg=/fit-in/200x150/filters:strip_icc()/pic2962290.jpg
653,654,203417,Exit: The Game – The Secret Lab,Solve difficult clues to escape this sinister lab -lest you become the test subject.,6.761,7.12,5866,2021-08-10,653,Exit peli: Salainen laboratorio,2016,1,6,150,12,,https://cf.geekdo-images.com/3c1Wy_dXjVZ8Fpytyf9UvQ__thumb/img/nsHTKDzkuv_eo-nkzGMA1ZBcsPk=/fit-in/200x150/filters:strip_icc()/pic3332425.jpg
654,655,21882,Blue Moon City,Rebuild the city and call dragons to maximize your contribution to the tower.,6.7589999999999995,7.04,7824,2021-08-10,654,Blue Moon City,2006,2,4,50,14,,https://cf.geekdo-images.com/1MRXcnaF8VqPaeIS6cEUDQ__thumb/img/sihUuUe4alBkHpkPdUSoDvri3Hs=/fit-in/200x150/filters:strip_icc()/pic4757841.jpg
655,656,131287,Panamax,Manage your shipping company to cargo-carrying success.,6.7589999999999995,7.33,3637,2021-08-10,655,Panamax,2014,2,4,100,12,,https://cf.geekdo-images.com/DjHtKvuSHMdYslgNFyzw1w__thumb/img/bz4ZAigiXzNCwbFnFScPkczKfvw=/fit-in/200x150/filters:strip_icc()/pic1786212.png
656,657,249381,The Estates,"Bid and build a new urban development in the city, but will your investments pay off?",6.757999999999999,7.49,2764,2021-08-10,656,The Estates,2018,2,5,60,10,,https://cf.geekdo-images.com/AvC3AzHo8JlcvgKtQ3PDWA__thumb/img/eMsTjGHKNFzWiw7uNiOKDLtYcq4=/fit-in/200x150/filters:strip_icc()/pic4071903.jpg
657,658,91872,Dungeons & Dragons: The Legend of Drizzt Board Game,The dark elf Drizzt Do'Urden lurks deep within a monster-infested labyrinth maze.,6.757999999999999,7.25,5708,2021-08-10,657,Dungeons & Dragons: The Legend of Drizzt Board Game,2011,1,5,60,12,,https://cf.geekdo-images.com/pcdCF6fDsqrQlzWtOM-Xkw__thumb/img/71kj061sVLOZb-OAC1eDrKcjpjA=/fit-in/200x150/filters:strip_icc()/pic994268.jpg
658,659,190082,Whitehall Mystery,Work together to chase a hidden killer through the foggy streets of Victorian London.,6.755,7.58,2585,2021-08-10,658,Le mystère de Whitehall,2017,2,4,60,13,,https://cf.geekdo-images.com/LA-CPp3BnCHkJa8ut85aIQ__thumb/img/jva8lwK8a53YcK0fC7pSdr2iV3c=/fit-in/200x150/filters:strip_icc()/pic3360633.jpg
659,660,24800,Conflict of Heroes: Awakening the Bear! – Russia 1941-42,Fast-paced tactical game of the eastern front during Operation Barbarossa.,6.755,7.51,2996,2021-08-10,659,"Angriff! Teil 1: Ostfront, 1941/42",2008,1,4,120,10,,https://cf.geekdo-images.com/ka0fUILEvqQChmMysW2AGw__thumb/img/zkiDJ_WUMkq1GdTT-yDvkbb2oeM=/fit-in/200x150/filters:strip_icc()/pic2674714.jpg
660,661,135779,A Fake Artist Goes to New York,"Everyone draws, but one of you doesn't know what they're drawing. Can you spot them?",6.752999999999999,7.17,5201,2021-08-10,660,Ese Geijutsuka New York e Iku,2012,5,10,20,8,,https://cf.geekdo-images.com/5Q5YHxJeVp6PAhfv5Ct0-g__thumb/img/nqo8xhGEWnqXYDEvYcVpBpABBI4=/fit-in/200x150/filters:strip_icc()/pic3678404.png
661,662,41002,Vasco da Gama,Plan your day in a non-linear manner to launch ships but beware of changing tides!,6.752000000000001,7.24,4319,2021-08-10,661,Vasco da Gama,2009,2,4,120,12,,https://cf.geekdo-images.com/wiMpH9Cr_zIRMdzSdvyLrA__thumb/img/Lnsia_j2EpPeYTIeuEUNpHIk0ns=/fit-in/200x150/filters:strip_icc()/pic495883.jpg
662,663,244992,The Mind,Play your cards in ascending order without communicating. Timing is key!,6.751,6.89,20996,2021-08-10,662,Érezz rá,2018,2,4,20,8,,https://cf.geekdo-images.com/q_JGK291hrhnhiRB0667oA__thumb/img/PUrzEmTo5kOcK5BOb4cbOOcH86I=/fit-in/200x150/filters:strip_icc()/pic3979766.png
663,664,1035,Squad Leader,Command squads of soldiers in tactical WWII combat.,6.75,7.52,3203,2021-08-10,663,Squad Leader,1977,2,2,60,14,,https://cf.geekdo-images.com/jj6tUJH0tQPCEuCjAhioMA__thumb/img/_Z9LnUr4Sp4L9HD0VGHIY4NhA28=/fit-in/200x150/filters:strip_icc()/pic232451.jpg
664,665,2453,Blokus,Fit your tiles on a shared board with not enough space for everyone.,6.749,6.88,23453,2021-08-10,664,Blokus,2000,2,4,20,7,,https://cf.geekdo-images.com/96YA5wUJDxtPkmPxemr5Qg__thumb/img/EBt2y7Awj5djyo185R7g6FV3P9g=/fit-in/200x150/filters:strip_icc()/pic2197702.jpg
665,666,30957,Tribune: Primus Inter Pares,Fight for control over the ruling factions of Rome in this game of intrigue!,6.749,7.22,4454,2021-08-10,665,Tribun: Primus Inter Pares,2007,2,5,120,12,,https://cf.geekdo-images.com/4M-gGQVY5MOtrOkkV8P6fQ__thumb/img/sG_qGOhk9z6N0STHdQV4R3_akCI=/fit-in/200x150/filters:strip_icc()/pic413081.jpg
666,667,18098,Napoleon's Triumph,A tactical-level block wargame simulating the Battle of Austerlitz.,6.749,7.98,1719,2021-08-10,666,Napoleon's Triumph,2007,2,8,180,12,,https://cf.geekdo-images.com/NTO-71GWQCPtfms6thu_yg__thumb/img/-hEQuP_HebKIh4XlZppUkzMSOtk=/fit-in/200x150/filters:strip_icc()/pic291050.jpg
667,668,40628,Finca,Use your farmers to acquire produce then deliver it where those goods are needed.,6.747000000000001,7.06,6916,2021-08-10,667,Farmáři,2009,2,4,45,10,,https://cf.geekdo-images.com/s7vrRsQNIG5FXcOaKDj6QQ__thumb/img/7jyZRlpCm2OLoVJDSmAAqSFtc2Y=/fit-in/200x150/filters:strip_icc()/pic433784.jpg
668,669,148575,Marvel Dice Masters: Avengers vs. X-Men,"Captain America, Wolverine & more face off in dice battles.",6.747000000000001,7.15,5563,2021-08-10,668,Marvel Dice Masters: Avengers vs. X-Men,2014,2,2,60,14,,https://cf.geekdo-images.com/B1Q__UaxPpu4ltyqLN3mfA__thumb/img/2f2RfgcesLLyeGdNyeqgSEguhiE=/fit-in/200x150/filters:strip_icc()/pic1997078.jpg
669,670,177590,13 Days: The Cuban Missile Crisis,USA and USSR seek world domination - but too much aggression triggers nuclear war.,6.746,7.29,3891,2021-08-10,669,13 Days: The Cuban Missile Crisis,2016,2,2,45,10,,https://cf.geekdo-images.com/A37oW1nGIGZHtV-I7itwSw__thumb/img/3IyGnnOQq9To85StZy-okYBPOIU=/fit-in/200x150/filters:strip_icc()/pic2935653.jpg
670,671,117915,Yedo,Clans scheme and plan to complete missions in the city of Yedo.,6.745,7.38,3519,2021-08-10,670,Yedo,2012,2,5,180,14,,https://cf.geekdo-images.com/jdBgNHtZ5TXAq4jXvN7XyQ__thumb/img/drUkVG97U1ZmcAreejXCXVw3Lq8=/fit-in/200x150/filters:strip_icc()/pic1633240.jpg
671,672,171273,FUSE,Hurry up! Disarm the bomb by collectively assembling the correct dice combinations.,6.745,7.05,7323,2021-08-10,671,FUSE,2015,1,5,10,10,,https://cf.geekdo-images.com/e0gGDOnCd80fv_bp_P1Rnw__thumb/img/f75LCXDR0AXLyom-weF48Yj0OHs=/fit-in/200x150/filters:strip_icc()/pic2884287.jpg
672,673,163602,XCOM: The Board Game,Quickly work together to develop new tech and defend the world from invading aliens.,6.745,7.05,8065,2021-08-10,672,XCOM: Das Brettspiel,2015,1,4,120,14,,https://cf.geekdo-images.com/1E7ghRKcegsb941W1QwrOw__thumb/img/OQe2YrchPfNyh_LvUx6vCEWGei4=/fit-in/200x150/filters:strip_icc()/pic2247621.jpg
673,674,296912,Fort,Build the most awesome fort while making friends and eating pizza.,6.745,7.32,3854,2021-08-10,673,Fort,2020,2,4,40,10,,https://cf.geekdo-images.com/hAsqLdANmtExR5Zi41v94Q__thumb/img/YqmIsRVLpQqM-r5i1rsN91Q6fzg=/fit-in/200x150/filters:strip_icc()/pic5241325.png
