Index,rank,name,year_published,min_players,max_players,playing_time,age,boardgamecategory,thumbnail
612,613,Én Kicsi Kaszám,2017,1,6,60,8,,https://cf.geekdo-images.com/EhXCpSR6ambdYuKbrej3UQ__thumb/img/3znFvjc6uN6rossizk5I5eOr4Rk=/fit-in/200x150/filters:strip_icc()/pic4134810.jpg
613,614,"The divided Germany, 1945-1989",2014,2,2,150,12,,https://cf.geekdo-images.com/em65Za2y7FNo-otQ6IgUCQ__thumb/img/UAL4JsaK6Rph7YS0lxDOKG1kWrw=/fit-in/200x150/filters:strip_icc()/pic2239210.jpg
614,615,Between Two Cities,2015,1,7,25,8,,https://cf.geekdo-images.com/2-3HBsfKxeSvE4J3yI6Mlw__thumb/img/bgBb6iCBUQwN4lTz0G2VBz3XW5E=/fit-in/200x150/filters:strip_icc()/pic2326114.jpg
615,616,Zombicide Saison 2: Prison Outbreak,2013,1,6,60,13,,https://cf.geekdo-images.com/bV7_KecPk-fONtD80L-rLA__thumb/img/VDCEEZ8vZiWD4aOE39EYz1EnIes=/fit-in/200x150/filters:strip_icc()/pic1805937.jpg
616,617,Carcassonne: De Burcht,2003,2,2,30,8,,https://cf.geekdo-images.com/b93sGgQU_QKNRsynhBAuVA__thumb/img/RsiqZlVAQ0PKiV9NeIn14Vbpe1s=/fit-in/200x150/filters:strip_icc()/pic2606367.jpg
617,618,Prêt-à-Porter,2010,2,4,90,10,,https://cf.geekdo-images.com/6DboPjt27DN35KaFjHU2cg__thumb/img/cm9gkvnDoQX47Qu6iNhGmiEdbOg=/fit-in/200x150/filters:strip_icc()/pic4543705.jpg
618,619,Ascension,2010,1,4,30,13,,https://cf.geekdo-images.com/DP20jf4R3RcsjJUwwV1vCw__thumb/img/SWczusxnG6IavIPNQXwvorFfqwo=/fit-in/200x150/filters:strip_icc()/pic2382123.jpg
619,620,Coal Baron,2013,2,4,75,10,,https://cf.geekdo-images.com/wqROpG7_uUj21Ug_jVhahA__thumb/img/kfUK96Ay8PoXTRLPjop8V9zAgvc=/fit-in/200x150/filters:strip_icc()/pic1743451.jpg
620,621,Churchill,2015,1,3,300,14,,https://cf.geekdo-images.com/wnzE76dkpb6qhSrmF2Fifw__thumb/img/RrbQFrElGXF0tmoKfAHEh8RSXZs=/fit-in/200x150/filters:strip_icc()/pic2467234.jpg
621,622,Unlock!: Aventuras Heroicas,2018,1,6,60,10,,https://cf.geekdo-images.com/biw1DYvUdQ4-ZgIOtUDqhQ__thumb/img/Nv2EPGFRbeOzcJ2ErbN6EsET5CU=/fit-in/200x150/filters:strip_icc()/pic4432319.jpg
622,623,Reef,2018,2,4,45,8,,https://cf.geekdo-images.com/I3BgmkjP3g6cRQ4cejoHrg__thumb/img/JDWcuLadW0pHSAh7fybzRRXNZZ8=/fit-in/200x150/filters:strip_icc()/pic5376430.png
623,624,Compagnons,2019,1,5,60,10,,https://cf.geekdo-images.com/rMMSvnXuBPZSihIaVtVT-A__thumb/img/IkNfLIRXNN3cwFLItdj56VnREm0=/fit-in/200x150/filters:strip_icc()/pic4996383.png
624,625,Star Trek: Fleet Captains,2011,2,4,120,14,,https://cf.geekdo-images.com/UqnetX2v84p9ZMpzB8GiDw__thumb/img/2MTCJvG13SbBcF92yo-4wuGuY10=/fit-in/200x150/filters:strip_icc()/pic1081488.jpg
625,626,Brug naar de Hemel,2009,2,4,120,12,,https://cf.geekdo-images.com/r0wz1yAtjaU5e-u_hKIYeQ__thumb/img/0PprBIyZlwF0Eh4TJ2X-yrUG4og=/fit-in/200x150/filters:strip_icc()/pic583088.jpg
626,627,Space Hulk: A Halál Angyalai,2010,1,6,60,13,,https://cf.geekdo-images.com/B0fdjhzvOdTJD65h1_1BNA__thumb/img/Pq1eC0bNF2PGeiusEjMpf01WiLI=/fit-in/200x150/filters:strip_icc()/pic1873572.jpg
627,628,Ex Libris,2017,1,4,45,10,,https://cf.geekdo-images.com/DYOUITVYzZEC45u4suwezQ__thumb/img/27aO3vgzM7MwAPSiKLpehEpAsVI=/fit-in/200x150/filters:strip_icc()/pic3578008.png
628,629,1914: Juego de la diplomacia,1959,2,7,360,12,,https://cf.geekdo-images.com/nogL4_97ys563HqEIM3PVA__thumb/img/wUYjxwvojOdn49sfV646SJ8GC54=/fit-in/200x150/filters:strip_icc()/pic288149.jpg
629,630,Chicago 1875: City of the Big Shoulders,2019,2,4,180,14,,https://cf.geekdo-images.com/JImiygpumS35fVxlfsRPXw__thumb/img/4JoMwGJySRhnioxER3OEj6r0uYg=/fit-in/200x150/filters:strip_icc()/pic4223934.jpg
630,631,1989,2012,2,2,150,12,,https://cf.geekdo-images.com/OvhsKPiEWV-GbSRkrxnBGQ__thumb/img/uH18cVLg1ODpzcjm9e5DKy5YTok=/fit-in/200x150/filters:strip_icc()/pic5281358.jpg
631,632,A vörös katedrális,2020,1,4,120,10,,https://cf.geekdo-images.com/-PuiCnbxlBzMSjnUegp9AQ__thumb/img/CKamYUPlBDXav4A1AEqMRy976fY=/fit-in/200x150/filters:strip_icc()/pic5556025.jpg
632,633,Saint Pétersbourg (deuxième édition),2014,2,5,60,13,,https://cf.geekdo-images.com/1fEewarXkwjdLINUsUym3Q__thumb/img/N5CrTUi0Bq9rsHTztbMwB3NfWMo=/fit-in/200x150/filters:strip_icc()/pic2298046.png
633,634,29 Cribbage Board,1630,2,4,30,10,,https://cf.geekdo-images.com/UkYLsDGsQ3OdNY_yyYTsuw__thumb/img/bio7Hn5qUp-J19nvJwDFXjViPFc=/fit-in/200x150/filters:strip_icc()/pic121094.jpg
634,635,Summoner Wars: Alliances Master Set,2014,2,4,45,9,,https://cf.geekdo-images.com/tMbeTW1gPc6ueamut0pGNQ__thumb/img/7Zmw-pzwosQgHh8muLAX4ThouQc=/fit-in/200x150/filters:strip_icc()/pic2045253.jpg
635,636,Caverna 2 Jugadores,2017,1,2,40,10,,https://cf.geekdo-images.com/rTlJoKU2lHOZfv1Ad8YvDA__thumb/img/_fvhogbWyAeMrwGsxmcUIy6yvA8=/fit-in/200x150/filters:strip_icc()/pic3505750.jpg
636,637,Destinies,2021,1,3,150,14,,https://cf.geekdo-images.com/oaD1ZQ3yGj6lacLdtqgdnQ__thumb/img/1mCz7HPEFMeqaqJHsDZwEUc9ftw=/fit-in/200x150/filters:strip_icc()/pic5558118.png
637,638,"Air, Land & Sea",2018,2,2,30,14,,https://cf.geekdo-images.com/3wpYeNwO7k_yjpIN7IQwaw__thumb/img/kfzWQvTxwcVx_ljICqhu5Coq53Q=/fit-in/200x150/filters:strip_icc()/pic4387681.jpg
638,639,Disney Villainous,2018,2,6,50,10,,https://cf.geekdo-images.com/7Ej5V5Dq92QdvVFvISfl_A__thumb/img/8tU6KCVSI5dlcibYTT6mq3K9ljk=/fit-in/200x150/filters:strip_icc()/pic4216110.jpg
639,640,Warhammer: Invasion,2009,2,2,45,13,,https://cf.geekdo-images.com/FoX0oahWOeBmGrOlsbd0dg__thumb/img/P-p4xbNBmUeEzCKQVjlUjPmg8Ng=/fit-in/200x150/filters:strip_icc()/pic567135.jpg
640,641,Kanagawa,2016,2,4,45,10,,https://cf.geekdo-images.com/Rr2JrRztCFzzikJ9YL5-Dw__thumb/img/x9MtKEQlcQ_jS-5AVMeZ28NOC0s=/fit-in/200x150/filters:strip_icc()/pic3105168.jpg
641,642,A Ilha do Tesouro,2018,2,5,45,10,,https://cf.geekdo-images.com/_jRH6vLRmKoVDtTJoUtZaA__thumb/img/yRbs2hjxsUAbgk2Dkju7pYdZnLY=/fit-in/200x150/filters:strip_icc()/pic3895468.jpg
642,643,'Ολου του κόσμου τα αγαθά,2015,2,4,30,10,,https://cf.geekdo-images.com/nYIjEKh_0nYX48uD_tLawA__thumb/img/MCnURatf0lFmNOVLYEjABfN_uVY=/fit-in/200x150/filters:strip_icc()/pic3032677.jpg
643,644,Among the Stars,2012,2,4,30,12,,https://cf.geekdo-images.com/xM5-XAyoh7NwuVoguwgEsQ__thumb/img/0Qo56PUZiko4GpS2hZ5R8q-z5VA=/fit-in/200x150/filters:strip_icc()/pic2037906.jpg
644,645,"""Цивилизация"" Сида Мейера: Новый рассвет",2017,2,4,120,14,,https://cf.geekdo-images.com/S0GM2Mxfh8Tmvsdeog0W0g__thumb/img/FmFQ2XURW1ndAFqlvnUYV7cxCAA=/fit-in/200x150/filters:strip_icc()/pic3764168.jpg
645,646,Las Vegas Quiz,2005,3,7,25,10,,https://cf.geekdo-images.com/TxojLHTFHfBOBAk9MQSyLg__thumb/img/J-7XIZYzAorUyzewzFgRqFK7vhk=/fit-in/200x150/filters:strip_icc()/pic2558555.jpg
646,647,Century:  O Novo Mundo/ Un Nuevo Mundo,2019,2,4,45,8,,https://cf.geekdo-images.com/KJQ1TdlDkLeCfQ3PK75rTA__thumb/img/SbmmquD2QkGsuCJM7AdwiYnCw6s=/fit-in/200x150/filters:strip_icc()/pic4547312.jpg
647,648,AuZtralia,2018,1,4,120,13,,https://cf.geekdo-images.com/ejsIlS4INZ23Zyd1oQd5GA__thumb/img/LhEU5iotxrQHpdt0hBAeQ3X5Al4=/fit-in/200x150/filters:strip_icc()/pic4144485.jpg
648,649,King of New York,2014,2,6,40,10,,https://cf.geekdo-images.com/FGekxht_r5xqt8oSmQ9HZg__thumb/img/DBoMebkqbcyZWJVLC5MRbF-YbnU=/fit-in/200x150/filters:strip_icc()/pic2407103.jpg
649,650,Deep Sea Adventure,2014,2,6,30,8,,https://cf.geekdo-images.com/owyKXaa5SPB2HG9F_MueNQ__thumb/img/poEY0PMTpz4X_SOUaPjs6G7qr7o=/fit-in/200x150/filters:strip_icc()/pic3169827.png
650,651,Super Motherload,2015,2,4,75,13,,https://cf.geekdo-images.com/3PMNKSFpTjthXH5yraVoHA__thumb/img/hg0dWfhEVXa-za87Ni5HgEjN2mA=/fit-in/200x150/filters:strip_icc()/pic3293385.jpg
651,652,Washington's War,2010,2,2,90,0,,https://cf.geekdo-images.com/tE5pRqsUWuoRxsutx-w7yA__thumb/img/WCqQUuDIvsHrZr-_7u9JIcfjiHc=/fit-in/200x150/filters:strip_icc()/pic655136.jpg
652,653,Trove: The Crystal Caverns,2016,1,5,75,10,,https://cf.geekdo-images.com/CeXtELC0X1xjwuend_7pTg__thumb/img/FdE8SHtb503f9ZOk_TYyxS-sJQg=/fit-in/200x150/filters:strip_icc()/pic2962290.jpg
653,654,Exit peli: Salainen laboratorio,2016,1,6,150,12,,https://cf.geekdo-images.com/3c1Wy_dXjVZ8Fpytyf9UvQ__thumb/img/nsHTKDzkuv_eo-nkzGMA1ZBcsPk=/fit-in/200x150/filters:strip_icc()/pic3332425.jpg
654,655,Blue Moon City,2006,2,4,50,14,,https://cf.geekdo-images.com/1MRXcnaF8VqPaeIS6cEUDQ__thumb/img/sihUuUe4alBkHpkPdUSoDvri3Hs=/fit-in/200x150/filters:strip_icc()/pic4757841.jpg
655,656,Panamax,2014,2,4,100,12,,https://cf.geekdo-images.com/DjHtKvuSHMdYslgNFyzw1w__thumb/img/bz4ZAigiXzNCwbFnFScPkczKfvw=/fit-in/200x150/filters:strip_icc()/pic1786212.png
656,657,The Estates,2018,2,5,60,10,,https://cf.geekdo-images.com/AvC3AzHo8JlcvgKtQ3PDWA__thumb/img/eMsTjGHKNFzWiw7uNiOKDLtYcq4=/fit-in/200x150/filters:strip_icc()/pic4071903.jpg
657,658,Dungeons & Dragons: The Legend of Drizzt Board Game,2011,1,5,60,12,,https://cf.geekdo-images.com/pcdCF6fDsqrQlzWtOM-Xkw__thumb/img/71kj061sVLOZb-OAC1eDrKcjpjA=/fit-in/200x150/filters:strip_icc()/pic994268.jpg
658,659,Le mystère de Whitehall,2017,2,4,60,13,,https://cf.geekdo-images.com/LA-CPp3BnCHkJa8ut85aIQ__thumb/img/jva8lwK8a53YcK0fC7pSdr2iV3c=/fit-in/200x150/filters:strip_icc()/pic3360633.jpg
659,660,"Angriff! Teil 1: Ostfront, 1941/42",2008,1,4,120,10,,https://cf.geekdo-images.com/ka0fUILEvqQChmMysW2AGw__thumb/img/zkiDJ_WUMkq1GdTT-yDvkbb2oeM=/fit-in/200x150/filters:strip_icc()/pic2674714.jpg
660,661,Ese Geijutsuka New York e Iku,2012,5,10,20,8,,https://cf.geekdo-images.com/5Q5YHxJeVp6PAhfv5Ct0-g__thumb/img/nqo8xhGEWnqXYDEvYcVpBpABBI4=/fit-in/200x150/filters:strip_icc()/pic3678404.png
661,662,Vasco da Gama,2009,2,4,120,12,,https://cf.geekdo-images.com/wiMpH9Cr_zIRMdzSdvyLrA__thumb/img/Lnsia_j2EpPeYTIeuEUNpHIk0ns=/fit-in/200x150/filters:strip_icc()/pic495883.jpg
662,663,Érezz rá,2018,2,4,20,8,,https://cf.geekdo-images.com/q_JGK291hrhnhiRB0667oA__thumb/img/PUrzEmTo5kOcK5BOb4cbOOcH86I=/fit-in/200x150/filters:strip_icc()/pic3979766.png
663,664,Squad Leader,1977,2,2,60,14,,https://cf.geekdo-images.com/jj6tUJH0tQPCEuCjAhioMA__thumb/img/_Z9LnUr4Sp4L9HD0VGHIY4NhA28=/fit-in/200x150/filters:strip_icc()/pic232451.jpg
664,665,Blokus,2000,2,4,20,7,,https://cf.geekdo-images.com/96YA5wUJDxtPkmPxemr5Qg__thumb/img/EBt2y7Awj5djyo185R7g6FV3P9g=/fit-in/200x150/filters:strip_icc()/pic2197702.jpg
665,666,Tribun: Primus Inter Pares,2007,2,5,120,12,,https://cf.geekdo-images.com/4M-gGQVY5MOtrOkkV8P6fQ__thumb/img/sG_qGOhk9z6N0STHdQV4R3_akCI=/fit-in/200x150/filters:strip_icc()/pic413081.jpg
666,667,Napoleon's Triumph,2007,2,8,180,12,,https://cf.geekdo-images.com/NTO-71GWQCPtfms6thu_yg__thumb/img/-hEQuP_HebKIh4XlZppUkzMSOtk=/fit-in/200x150/filters:strip_icc()/pic291050.jpg
667,668,Farmáři,2009,2,4,45,10,,https://cf.geekdo-images.com/s7vrRsQNIG5FXcOaKDj6QQ__thumb/img/7jyZRlpCm2OLoVJDSmAAqSFtc2Y=/fit-in/200x150/filters:strip_icc()/pic433784.jpg
668,669,Marvel Dice Masters: Avengers vs. X-Men,2014,2,2,60,14,,https://cf.geekdo-images.com/B1Q__UaxPpu4ltyqLN3mfA__thumb/img/2f2RfgcesLLyeGdNyeqgSEguhiE=/fit-in/200x150/filters:strip_icc()/pic1997078.jpg
669,670,13 Days: The Cuban Missile Crisis,2016,2,2,45,10,,https://cf.geekdo-images.com/A37oW1nGIGZHtV-I7itwSw__thumb/img/3IyGnnOQq9To85StZy-okYBPOIU=/fit-in/200x150/filters:strip_icc()/pic2935653.jpg
670,671,Yedo,2012,2,5,180,14,,https://cf.geekdo-images.com/jdBgNHtZ5TXAq4jXvN7XyQ__thumb/img/drUkVG97U1ZmcAreejXCXVw3Lq8=/fit-in/200x150/filters:strip_icc()/pic1633240.jpg
671,672,FUSE,2015,1,5,10,10,,https://cf.geekdo-images.com/e0gGDOnCd80fv_bp_P1Rnw__thumb/img/f75LCXDR0AXLyom-weF48Yj0OHs=/fit-in/200x150/filters:strip_icc()/pic2884287.jpg
672,673,XCOM: Das Brettspiel,2015,1,4,120,14,,https://cf.geekdo-images.com/1E7ghRKcegsb941W1QwrOw__thumb/img/OQe2YrchPfNyh_LvUx6vCEWGei4=/fit-in/200x150/filters:strip_icc()/pic2247621.jpg
673,674,Fort,2020,2,4,40,10,,https://cf.geekdo-images.com/hAsqLdANmtExR5Zi41v94Q__thumb/img/YqmIsRVLpQqM-r5i1rsN91Q6fzg=/fit-in/200x150/filters:strip_icc()/pic5241325.png
674,675,Lords of Xidit,2014,3,5,90,14,,https://cf.geekdo-images.com/KluVg27eXcpbH-_lUWgyKA__thumb/img/DE3_O8NSQl9-RbBe_dIfjgo_bNo=/fit-in/200x150/filters:strip_icc()/pic2074460.jpg
675,676,Karciane Podziemia,2016,1,2,45,14,,https://cf.geekdo-images.com/quvyGpE7kwbd2Mt1H5iLwQ__thumb/img/Vf5PvYElsfOG28LqJimwPC6rqw4=/fit-in/200x150/filters:strip_icc()/pic3019101.jpg
676,677,Jambo,2004,2,2,45,12,,https://cf.geekdo-images.com/ZHpHR-6b7ZjQ97mulBg2fg__thumb/img/JkV1wP7WPQx8UDMksNC6VZZ-XUw=/fit-in/200x150/filters:strip_icc()/pic253740.jpg
677,678,Middara: Unintentional Malum – Act 1,2019,1,4,60,15,,https://cf.geekdo-images.com/hRuD1y5BxdNpssgBqamS0A__thumb/img/fpUu1t2YLjJ4EvEzBGTKtZasNv4=/fit-in/200x150/filters:strip_icc()/pic4595897.jpg
678,679,La Búsqueda de la Felicidad,2015,1,4,90,12,,https://cf.geekdo-images.com/RpUStaAwneWPT_JQJpAb1Q__thumb/img/ZCZifuP73R52UhXomQKmGQ9OoCU=/fit-in/200x150/filters:strip_icc()/pic2853682.jpg
679,680,Black Angel,2019,1,4,120,12,,https://cf.geekdo-images.com/UsG5d8U0wGFJLKctASkWTQ__thumb/img/WYXRiJNwu_XrUD4H0TVqFGWH2XI=/fit-in/200x150/filters:strip_icc()/pic4830520.jpg
680,681,Warhammer Underworlds: Shadespire,2017,2,2,30,12,,https://cf.geekdo-images.com/1Ktu-DEbypjGIe325y3yhg__thumb/img/eL_YmffXd_IsqJgGr1sxR92Iz0I=/fit-in/200x150/filters:strip_icc()/pic3750232.jpg
681,682,Combat Commander: Pacific,2008,2,2,180,12,,https://cf.geekdo-images.com/BPZ6xJyVeVVaBmIDkOjQtw__thumb/img/ZS1R3V9gIGgbxSORrxD5YqYyirg=/fit-in/200x150/filters:strip_icc()/pic411649.jpg
682,683,Agent Trouble,2014,3,8,15,13,,https://cf.geekdo-images.com/Ehx72XRdSeQHISVXcZVnHg__thumb/img/sPJVWjzGcEpiseZGdoD6HNR9nRI=/fit-in/200x150/filters:strip_icc()/pic2453926.jpg
683,684,Mysterium,2013,2,7,60,8,,https://cf.geekdo-images.com/6aNWmjHtgPrGpNsO-g0-Iw__thumb/img/GwtdrIVeIZSGvz0zX-OG8sWdc1A=/fit-in/200x150/filters:strip_icc()/pic2601636.jpg
684,685,Shards of Infinity,2018,2,4,30,10,,https://cf.geekdo-images.com/GfQBoqOl21zQx-Vy-dSHZw__thumb/img/YIrtck-_LqOn5Me4cbn8TWk-9UA=/fit-in/200x150/filters:strip_icc()/pic4064509.png
685,686,Reef Encounter,2004,2,4,120,10,,https://cf.geekdo-images.com/Yp3TG2cLcY-AfBJogTiGHg__thumb/img/qPAI0c5Z0hkFv89bQR0sgJ2p8o8=/fit-in/200x150/filters:strip_icc()/pic85905.jpg
686,687,ZÈRTZ,1999,2,2,60,9,,https://cf.geekdo-images.com/3aBBkCyv1H8nt84n7eGoAw__thumb/img/3S1CTtxI6p-WGai7xvCAS-cdJOM=/fit-in/200x150/filters:strip_icc()/pic3140639.jpg
687,688,New Frontiers,2018,2,5,75,14,,https://cf.geekdo-images.com/yiBNj7FQx_H_Q0JSJLwycw__thumb/img/QGJS7HdKYi7jCt6xn7GRbFyRK50=/fit-in/200x150/filters:strip_icc()/pic4195323.jpg
688,689,Ocaleni,2017,2,4,110,14,,https://cf.geekdo-images.com/EMl8sVObQQmJFiZJnwfrXw__thumb/img/O1tVSJbqG9Jm9hNwuZDzS8W1Jrw=/fit-in/200x150/filters:strip_icc()/pic3021719.jpg
689,690,List miłosny (Edycja Premium),2019,2,6,20,10,,https://cf.geekdo-images.com/lSiM2gjHnxA6C7JFFhiXwA__thumb/img/cILqp-c6a9sX8Loi31dbANNoxEo=/fit-in/200x150/filters:strip_icc()/pic4679515.jpg
690,691,Scoville,2014,2,6,90,13,,https://cf.geekdo-images.com/strK8aDLCB5KuqU3zirUOg__thumb/img/kNiZS7p5xX0fDhetxL35uYxuX58=/fit-in/200x150/filters:strip_icc()/pic1903464.jpg
691,692,Star Wars Caja Básica,2012,2,2,60,10,,https://cf.geekdo-images.com/9CpLES0gHMKgizZReKy-lA__thumb/img/mmDFM8nr7vFs0miam67_cypQ5Kk=/fit-in/200x150/filters:strip_icc()/pic1474141.jpg
692,693,Spyrium,2013,2,5,75,12,,https://cf.geekdo-images.com/ze4QFonaGDFj9QTapBQYlg__thumb/img/opVobJGfklKTacqs512ty9kq5QE=/fit-in/200x150/filters:strip_icc()/pic1808509.jpg
693,694,Tinners' Trail,2008,3,4,90,13,,https://cf.geekdo-images.com/zuh_7g6fUJDUkbIceT_wEw__thumb/img/GFKso8zlK2c73yUFCTdLITndS_U=/fit-in/200x150/filters:strip_icc()/pic464133.jpg
694,695,7 Rosso,2014,2,4,30,9,,https://cf.geekdo-images.com/7zH6Kt5ebWEixjDGmHweNA__thumb/img/PVkJyJhCtzo1ZwKO4iuRaqUyKJc=/fit-in/200x150/filters:strip_icc()/pic2247258.png
695,696,CO2: Second Chance,2018,1,4,120,12,,https://cf.geekdo-images.com/giSEjstTofNSRnu1A2kPeA__thumb/img/0ieYP05iPs5KcD1hY5fVOuxvOqI=/fit-in/200x150/filters:strip_icc()/pic4543193.jpg
696,697,878 Les Vikings: Les Invasions de l'Angleterre,2017,2,4,120,12,,https://cf.geekdo-images.com/B0w7zdaQU8a970SVVbyh_A__thumb/img/6zKce4Kgk2KeehBpPDFASlrmaSo=/fit-in/200x150/filters:strip_icc()/pic3327213.png
697,698,Dogs of War,2014,3,5,75,14,,https://cf.geekdo-images.com/pN_2LoK9ICB6TD5h3QSPAQ__thumb/img/5T3HgkcVHmIDMXEgEi42T_ZyJLg=/fit-in/200x150/filters:strip_icc()/pic2682914.jpg
698,699,Friedrich,2004,3,4,210,12,,https://cf.geekdo-images.com/K2RGxYiIFQJSkgQHcOsNbA__thumb/img/8oCcO1XCUEImj-7eQIPDt0iRqxk=/fit-in/200x150/filters:strip_icc()/pic1064931.jpg
699,700,Nejsme Tu Sami,2016,2,7,45,10,,https://cf.geekdo-images.com/2nPAI9x1rOjj2fq30qRFvQ__thumb/img/JXiKvNcM8FmuJxJV6-SSm-2CN2o=/fit-in/200x150/filters:strip_icc()/pic3118416.jpg
700,701,Fugitive,2017,2,2,20,10,,https://cf.geekdo-images.com/Jeukp3NUs-u6i3SuF-yE4A__thumb/img/1cw7pZbdLk2bBFh-tjkwzZXwgmw=/fit-in/200x150/filters:strip_icc()/pic3481216.png
701,702,Animal House Liar's Dice,1800,2,6,30,8,,https://cf.geekdo-images.com/UCiGSoCqbOsXS8JzZZC_SA__thumb/img/g9ex_JOJ3_3fekn4UBwx0iiE6Ik=/fit-in/200x150/filters:strip_icc()/pic3949242.png
702,703,Union Pacific,1999,2,6,90,12,,https://cf.geekdo-images.com/69chi17STdg_NfBrM7UpHA__thumb/img/W6l_vOL8ytRHf8m9-npolkd5NY4=/fit-in/200x150/filters:strip_icc()/pic226392.jpg
703,704,Brew Crafters,2013,2,5,90,12,,https://cf.geekdo-images.com/NAeItcDkAqhXVAe0ogT4yw__thumb/img/KCdHyS3dTyV9jc94S6eOupdcgVs=/fit-in/200x150/filters:strip_icc()/pic1601585.jpg
704,705,Rasende Roboter,1999,1,99,30,10,,https://cf.geekdo-images.com/3qg1xTP7ZZiu8OolGBYJ1w__thumb/img/2LGbUy0Hen-8-8bQ-ZfwHjNnCtU=/fit-in/200x150/filters:strip_icc()/pic1766273.jpg
705,706,Carcassonne: Borgin,2004,2,4,45,8,,https://cf.geekdo-images.com/tLrK0_NslFKQL6OvpEqi-w__thumb/img/txmUxY2mV7XUjGDuYH0ZlxJtF7A=/fit-in/200x150/filters:strip_icc()/pic839808.jpg
706,707,Hyperborea,2014,2,6,150,14,,https://cf.geekdo-images.com/z6R7dbTOJB3dEhNOz5PPTQ__thumb/img/qsmEJDaHpXQkcmbKJbqWvZ9lz_s=/fit-in/200x150/filters:strip_icc()/pic2004236.jpg
707,708,Elisabeth I.: Die Religionskriege 1559-1598,2012,2,6,420,12,,https://cf.geekdo-images.com/-YgoNoqHXqA4N_4qaxUUeQ__thumb/img/5LjNGVusukBqx7gXFljokCe3tmI=/fit-in/200x150/filters:strip_icc()/pic1276971.jpg
708,709,Summoner Wars: Elfes du Phénix vs Orcs de la Toundra,2009,2,4,30,9,,https://cf.geekdo-images.com/XaS9U3fAJqohDxLC4NEIJQ__thumb/img/TuRR7WHN1DwYHgRe_sDW-rwD-D8=/fit-in/200x150/filters:strip_icc()/pic1222742.jpg
709,710,Conflict of Heroes: Awakening the Bear! – Operation Barbarossa 1941 (Second Edition),2012,2,4,180,13,,https://cf.geekdo-images.com/oY9z-0UGzIGoDz5Wc_H1SA__thumb/img/EAViZC-KiqonXpSqKdrEWvpklpQ=/fit-in/200x150/filters:strip_icc()/pic1236709.jpg
710,711,Kolejowy szlak: Płomienna czerwień,2018,1,6,30,8,,https://cf.geekdo-images.com/eNgD_0WGHeO9fPCpgTOBrQ__thumb/img/1YPyYUHM22_SszKMWCMIC77WtgY=/fit-in/200x150/filters:strip_icc()/pic4118864.png
711,712,"Heroes of Land, Air & Sea",2018,1,4,180,14,,https://cf.geekdo-images.com/MAIDRapFcDC08pmZIBM7EQ__thumb/img/zk2EZaatlJdmd1Rk0tIgSwM4vco=/fit-in/200x150/filters:strip_icc()/pic3315057.png
712,713,Ca$h 'n Guns (Second Edition),2014,4,8,30,10,,https://cf.geekdo-images.com/b4qSA5fvVJe9QQOKPCMoNA__thumb/img/0yWeezsHg0jGc2flURUSlyqxK2M=/fit-in/200x150/filters:strip_icc()/pic2907864.jpg
713,714,Fleet: The Dice Game,2018,1,4,45,8,,https://cf.geekdo-images.com/XbfUcIO4lCp449zLmZ_4_g__thumb/img/hPlbVjRgPqnW9XG3Ro7KQR-G_JY=/fit-in/200x150/filters:strip_icc()/pic4460262.jpg
714,715,Rhino Hero Állati csete-paté,2017,2,4,20,5,,https://cf.geekdo-images.com/8g2ONOVFWqalFVk6EH-68Q__thumb/img/fiBVUfF0eiGuaOqWFmyd4yjrG18=/fit-in/200x150/filters:strip_icc()/pic3873067.jpg
715,716,Legendary: A Marvel Deck Building Game – Villains,2014,1,5,45,14,,https://cf.geekdo-images.com/9bZ97eYX09AQC38p1vE4-w__thumb/img/FMnNvSB946Fb_OA2Eo5NTiyqEo8=/fit-in/200x150/filters:strip_icc()/pic2081108.jpg
716,717,Kamień Gromu,2009,1,5,60,12,,https://cf.geekdo-images.com/pVyy-LSVBIMQ0GUsvsIfww__thumb/img/HSIygEfsQ0wSpnNtrBMgA6Iv5aA=/fit-in/200x150/filters:strip_icc()/pic544780.jpg
717,718,Canvas,2021,1,5,30,14,,https://cf.geekdo-images.com/V-_khEq9zA5unC3yH9S71A__thumb/img/eQDgmWaFULQn-lh1HopW-WnCDqk=/fit-in/200x150/filters:strip_icc()/pic5483131.jpg
718,719,Disney Villainous: Böse bis ins Mark,2019,2,3,60,10,,https://cf.geekdo-images.com/StWdDnw-pdafavsxZHEc-Q__thumb/img/aUnAHcKDK6aQ3o0pxjZ1PnNk1jY=/fit-in/200x150/filters:strip_icc()/pic4559890.jpg
719,720,Celestia,2015,2,6,30,8,,https://cf.geekdo-images.com/VddNmZyVWsxyebeGbu4-dg__thumb/img/PSk4XAjUQTa0j-l9I6prHihCLlo=/fit-in/200x150/filters:strip_icc()/pic2577990.jpg
720,721,Homesteaders,2009,2,4,90,14,,https://cf.geekdo-images.com/i61Apbaaj_qvSt0-7NBvag__thumb/img/rseIP1ezqnea3sEsT93vZHdjNaw=/fit-in/200x150/filters:strip_icc()/pic1113708.jpg
721,722,Summoner Wars: Gildenzwerge & Höhlengoblins,2009,2,4,30,9,,https://cf.geekdo-images.com/cdArQcW8WRb_s76EsvnfZA__thumb/img/jJn0qzpHLIl0vUgo3bZcz5d1Itw=/fit-in/200x150/filters:strip_icc()/pic573097.jpg
